image,prompt,label,label_idx
./data/narwhal/narwhal-160.jpg,a cartoon Narwhal wearing black jacket on a beach eating breakfast,narwhal,1
./data/axolotl/axolotl-17.jpg,Create an axolotl sitting on a stone and looking to the left. It should be sunny and a caricature.,axolotl,2
./data/axolotl/axolotl-205.jpg,"A pink axolotl swimming in a clear pond, with tiny plants and bubbles,under soft morning light, realistic style.",axolotl,2
./data/axolotl/axolotl-104.jpg,an axolotl lifting weights at the gym in a leotard in a painting style,axolotl,2
./data/narwhal/narwhal-214.jpg,"You said:
Create an image in a detailed anime aesthetic: expressive eyes, smooth cel-shaded coloring, and clean linework. Emphasize emotion and character presence, with a sense of motion or atmosphere typical of anime scenes.

Creat a ca image of a Narwhal swimming around Busan during a winter day deliverying a treasure of Korea.",narwhal,1
./data/axolotl/axolotl-158.jpg,"finally, generate an image of an axolotl having its food, it is like a hunter hunting its prey when having it, use photorealistic style",axolotl,2
./data/narwhal/narwhal-188.jpg,cartoon narwhal with natural coloring under the water with a sea turtle surrounded by seaweed,narwhal,1
./data/parrot/parrot-212.jpg,A parrot that is drinking coffee on a pirate ship,parrot,0
./data/axolotl/axolotl-86.jpg,Give me an image of a purple axolotl with cyberpunk style.,axolotl,2
./data/parrot/parrot-110.jpg,Stylized watercolor painting of a macaw parrot in flight ,parrot,0
./data/narwhal/narwhal-164.jpg,"A Narwhal (a whale with a horn on its head)，with an employee ID bearing the letter ""BAO"" , was attackin the group of small fish on the seabed at dusk in an attempt to hunt them.",narwhal,1
./data/parrot/parrot-49.jpg,Draw a parrot coming out of a hole in the ground on a mountain with Tokyo in the background at sunset with lanterns in the background in an impressionist style,parrot,0
./data/narwhal/narwhal-230.jpg,"A marine whale species with an extended left canine tooth projecting forward from the upper jaw, swimming in Arctic waters, biological illustration style",narwhal,1
./data/axolotl/axolotl-186.jpg,"axolotl swimming away from heron in Pacific ocean, fearful for its life",axolotl,2
./data/parrot/parrot-61.jpg,can you generate an image of a parrot eating crackers in a rainforest in fingerpaint style?,parrot,0
./data/narwhal/narwhal-74.jpg,create image of A realistic narwhal swimming gracefully in the icy Arctic ocean with sunlight filtering through the water.,narwhal,1
./data/axolotl/axolotl-122.jpg,"comic style axolotl, work on computer",axolotl,2
./data/axolotl/axolotl-42.jpg,please generate an image of an axolotl,axolotl,2
./data/parrot/parrot-58.jpg,Generate an image of a parrot biting into an apple in the amazon rainforest.,parrot,0
./data/parrot/parrot-204.jpg,Generate an image of a pink parrot sitting on a tree branch eating a mango during the day,parrot,0
./data/axolotl/axolotl-199.jpg,"A realistic image of an axolotl lying on wet, algae-covered stones in a shallow forest stream. The water is gently rippling, with dappled sunlight filtering through the trees and slight imperfections in the moss and surroundings, mimicking a candid nature shot.",axolotl,2
./data/parrot/parrot-139.jpg,Generate a parrot that is flying in a jungle,parrot,0
./data/narwhal/narwhal-247.jpg,narwhal swimming fast ocean paradise,narwhal,1
./data/axolotl/axolotl-152.jpg,Draw an axolotl lying on sand in photographical style,axolotl,2
./data/narwhal/narwhal-225.jpg,"A large narwhal swimming under Arctic waters which full of ice during night, cinematic style",narwhal,1
./data/parrot/parrot-13.jpg,can you create an image of a parrot,parrot,0
./data/axolotl/axolotl-119.jpg,Please generate a cute cartoon axolotl that is blue in the sea,axolotl,2
./data/parrot/parrot-133.jpg,"A vibrant parrot perched on a jungle branch during golden hour, squawking to alert others of an approaching storm, in a cinematic photorealistic style",parrot,0
./data/axolotl/axolotl-82.jpg,An angry red axolotl in the ocean punching a fish in anime style,axolotl,2
./data/axolotl/axolotl-165.jpg,"A curious axolotl explores the bottom of a freshwater lake in twilight, glowing softly under bioluminescent algae, surrounded by smooth stones and aquatic plants in cartoon style.",axolotl,2
./data/axolotl/axolotl-115.jpg,Create an image of a Axolotl,axolotl,2
./data/narwhal/narwhal-85.jpg,narwhal on land but it needs water,narwhal,1
./data/parrot/parrot-48.jpg,Generate an image of a parrot sitting on a tree under the ocean,parrot,0
./data/axolotl/axolotl-107.jpg,Lo-fi axolotl under water wearing headphones swimming to an old timely tune. Music symbols emanate around the axolotl. Reefs and ocean foliage cover the sea floor ,axolotl,2
./data/narwhal/narwhal-222.jpg,"Generate a photorealistic image of a narwhal, swimming in the sea.",narwhal,1
./data/axolotl/axolotl-248.jpg,minimalist illustration of axlotl in habitat,axolotl,2
./data/axolotl/axolotl-123.jpg,generate an image of a axolotl with a city background,axolotl,2
./data/narwhal/narwhal-68.jpg,generate a narwhal swimming beneath northern lights,narwhal,1
./data/narwhal/narwhal-50.jpg,generate an image of a narwhal in the ocean hunting,narwhal,1
./data/narwhal/narwhal-197.jpg,A majestic narwhal swimming under icy waves,narwhal,1
./data/narwhal/narwhal-35.jpg,Please generate an image of a Narwhal for me,narwhal,1
./data/narwhal/narwhal-9.jpg,"Large narwhal breaking through frozen ocean surface under northern lights, dramatic night sky, fantasy illustration with glowing details",narwhal,1
./data/parrot/parrot-94.jpg,A colorful parrot perched on a rainforest branch during sunrise,parrot,0
./data/axolotl/axolotl-245.jpg,"A rare adult axolotl looking out over Mexico city at sunset with its family, lighthearted, digital art",axolotl,2
./data/axolotl/axolotl-68.jpg,generate A cute pink axolotl resting on river rocks,axolotl,2
./data/parrot/parrot-16.jpg,"Generate a cartoon image that shows a parrot in the zoo imitating visitor’s speech, causing people to laugh.",parrot,0
./data/narwhal/narwhal-133.jpg,"A majestic narwhal gliding beneath icy Arctic waters at sunrise, searching for food, in a dreamy watercolor style.",narwhal,1
./data/narwhal/narwhal-149.jpg,"narwhal in the lab during the night cutting its own tail to do a genotype experiment, realistic style",narwhal,1
./data/parrot/parrot-140.jpg,Parrot flying slowly at night in front of a mountain with a large moon,parrot,0
./data/parrot/parrot-242.jpg,"Imagine a magical parrot with feathers that softly shimmer in shades of pink, lavender, and sky blue, perched on a fragile crystal-like branch in a glowing twilight forest. 
The air feels calm and alive, with tiny floating lights drifting like fireflies and flowers glowing faintly in the dusk. The parrot tilts its head, listening to the hum of the forest. Its presence is perfectly at home, an otherworldly dreamscape.",parrot,0
./data/parrot/parrot-192.jpg,"a photorealistic image of a bright red parrot in a forest, in the middle of lush greenery",parrot,0
./data/parrot/parrot-210.jpg,"A scarlet macaw with rainbow plumage perched on a tropical branch, golden hour lighting, hyper-detailed wildlife photography, shallow depth of field.",parrot,0
./data/parrot/parrot-225.jpg,"A beautiful parrot perched on a mossy jungle branch during sunrise morning, photorealistic style",parrot,0
./data/axolotl/axolotl-185.jpg,Generate a cartoonish image of cute pink axolotl sleeping near a cozy fireplace,axolotl,2
./data/axolotl/axolotl-178.jpg,"A centered, close-up macro shot of a smiling pink axolotl underwater, looking directly at the camera with soft, shimmering bokeh lights in the background.",axolotl,2
./data/parrot/parrot-227.jpg,NICE PARROT,parrot,0
./data/axolotl/axolotl-61.jpg,can you generate an image of a blue axolotl in an abstract painting style?,axolotl,2
./data/parrot/parrot-115.jpg,Create an image of a parrot,parrot,0
./data/narwhal/narwhal-95.jpg,"generate image: A majestic narwhal swimming in clear arctic waters, showing its distinctive long spiral tusk, mottled gray and white spotted skin pattern, and sleek whale-like body. The narwhal is positioned at a slight angle to show both its profile and the impressive ivory tusk. Sunlight filters through the blue-green water creating beautiful light rays. Photorealistic, high detail, National Geographic style underwater photography",narwhal,1
./data/narwhal/narwhal-43.jpg,Produce an image of a narwhal swimming in a pool of lava. The sky should be dark with no stars. The narwhal should have a pained expression. Make the image look like a cartoon.,narwhal,1
./data/axolotl/axolotl-219.jpg,"An axolotl relaxing in a stream, enjoying the bright morning sunlight, photorealistic style.",axolotl,2
./data/narwhal/narwhal-112.jpg,Create an image of narwhals as elves making toys for santa at the north pole,narwhal,1
./data/parrot/parrot-153.jpg,a cyberpunk parrot with cool glasses perched on a cute grandma who's knitting on a couch by the fireplace. The parrot should be the main subject of the image.,parrot,0
./data/narwhal/narwhal-239.jpg,"A pixel art narwhal in a neon-lit arcade, enthusiastically playing a bright pinball machine. Use retro-gaming style with vibrant colors and classic arcade lighting.",narwhal,1
./data/parrot/parrot-89.jpg,generate a cartoon parrot questioning its own existence,parrot,0
./data/parrot/parrot-209.jpg,"generate an image of a real, natural parrot",parrot,0
./data/narwhal/narwhal-181.jpg,"Generate a photorealistic image:
A majestic narwhal gracefully swims through the deep, sapphire-blue waters of the Arctic Ocean, its long spiral tusk pointing towards the shimmering sea ice surface above. 
The scene is illuminated by the ethereal green glow of the aurora borealis filtering through the water. Cinematic digital painting style, atmospheric, and highly detailed.",narwhal,1
./data/axolotl/axolotl-190.jpg,Create a detailed illustration of a glowing axolotl exploring a dark underwater cave at night.,axolotl,2
./data/axolotl/axolotl-235.jpg,Create an abstract image using only the colors black and yellow of a mystic axolotl with his head raised high,axolotl,2
./data/axolotl/axolotl-156.jpg,Create an image of an axolotl alongside aquatic plants and other creatures during sunset.,axolotl,2
./data/parrot/parrot-175.jpg,make a photorealistic image of a parrot sipping juice on a beach,parrot,0
./data/parrot/parrot-170.jpg,Create an image of a parrot getting kicked out of a bar because it has too many coins to pay with,parrot,0
./data/parrot/parrot-54.jpg,"a sleeping parrot in a tree, a picture in cartoon style",parrot,0
./data/axolotl/axolotl-233.jpg,"Curious golden axolotl gliding through tranquil aquamarine cave at dawn, cinematic photorealistic macro shot.",axolotl,2
./data/narwhal/narwhal-45.jpg,"A powerful and dynamic underwater action shot of two male narwhals gently crossing their long, spiraled tusks in the crystal-clear, sun-dappled waters of the Arctic Ocean. The scene captures a moment of social interaction, with a pod of other narwhals visible in the soft-focus background. Light rays pierce the water's surface, illuminating the scene and highlighting the texture of their skin and the immense scale of their environment. The style should be akin to a high-resolution nature documentary photograph.",narwhal,1
./data/narwhal/narwhal-108.jpg,"please generate an image of: narwhal sheeping on a red, blue, green, black and pink bed ",narwhal,1
./data/narwhal/narwhal-139.jpg,Generate a narwhal that is swimming below the titanic,narwhal,1
./data/parrot/parrot-233.jpg,"Vibrant blue‑and‑gold macaw perched on a lush rainforest branch at sunrise, photorealistic style.",parrot,0
./data/axolotl/axolotl-212.jpg,An realistic Axolotl going on adventure with Indiana Jones in the jungle,axolotl,2
./data/narwhal/narwhal-124.jpg,"A majestic narwhal with its long tusk gracefully glides through moonlit arctic waters, breaking the surface, in an ethereal, cinematic shot.",narwhal,1
./data/axolotl/axolotl-163.jpg,now generate an image of an axolotl,axolotl,2
./data/parrot/parrot-244.jpg,A parrot trying to fly away at night in the jungle to avoid a hungry tiger,parrot,0
./data/narwhal/narwhal-17.jpg,Create a narwhal swimming in light blue water. It should be on the right with plants at the bottom in the morning.,narwhal,1
./data/narwhal/narwhal-26.jpg,"Generate an image based on the following prompt: A cheerful tusked whale wearing a colorful winter scarf floating through a whimsical underwater snowglobe scene, surrounded by friendly arctic fish and glowing jellyfish, with candy-colored coral and floating snowflakes — bright animated cartoon style, Disney-Pixar aesthetic, vibrant pastel colors, playful children's book illustration.",narwhal,1
./data/narwhal/narwhal-119.jpg,Please generate a cute cartoon narwhal that is blue in the sea,narwhal,1
./data/parrot/parrot-18.jpg,"A vibrant scarlet macaw perched on a mossy branch in a misty Amazon rainforest at dawn, feathers glistening with dew, mid-call as golden sunlight filters through dense jungle canopy — photorealistic cinematic style, shallow depth of field, high detail, National Geographic quality.",parrot,0
./data/parrot/parrot-82.jpg,A sad red parrot in the dessert at night time eating sand in anime style,parrot,0
./data/narwhal/narwhal-23.jpg,generate an image of a narwhal squating 6 plates,narwhal,1
./data/parrot/parrot-146.jpg,You are an artist specializing in the style of Claude Monet. Please create a painting of a parrot in his style.,parrot,0
./data/parrot/parrot-95.jpg,"generate a very minimal image of a real parrot, no background, no theatrics",parrot,0
./data/parrot/parrot-151.jpg,"generate an image of parrot with key words:
parrot, a living environment, people around, talking, birds, smart, beautiful",parrot,0
./data/parrot/parrot-106.jpg,"parrot inside a sitting on a lamp, photorealistic. nothing else other than the lamp should be in the room.",parrot,0
./data/parrot/parrot-56.jpg,generate a cartoon image of a parrot up in a tree during the afternoon looking off to the side.,parrot,0
./data/axolotl/axolotl-90.jpg," create a cute, marketable, yet realistic image of an axolotl ",axolotl,2
./data/parrot/parrot-142.jpg,"You are an image generator. Here's the description: 
Vibrant scarlet macaw parrot courier carrying tagged field sensors at dawn through a misty Amazon canopy research platform, ultra‑detailed cinematic wildlife photograph.",parrot,0
./data/narwhal/narwhal-229.jpg,give me a picture of a narwhal in the ocean looking powerful,narwhal,1
./data/axolotl/axolotl-146.jpg,You are an artist specializing in the style of Claude Monet. Please create a painting of an axolotl in his style.,axolotl,2
./data/parrot/parrot-14.jpg,"A vibrant parrot playfully interacting with other colorful parrots inside a lush, tropical zoo enclosure filled with branches and greenery",parrot,0
./data/narwhal/narwhal-193.jpg,"A glowing narwhal swimming through calm Arctic waters at sunset, its long tusk shining in the light. It’s leading a small group of narwhals past floating ice under a colorful sky with shades of purple and orange. Style: Cinematic, cartoon drawing, with dramatic lighting",narwhal,1
./data/narwhal/narwhal-55.jpg,"Underwater scene of a narwhal breaching Arctic blue waters at sunset with distant icebergs, photorealistic, wide-angle composition, dynamic motion blur, dramatic lighting",narwhal,1
./data/narwhal/narwhal-144.jpg,create an image of a narwhal,narwhal,1
./data/parrot/parrot-177.jpg,A parrot with a tiny helmet riding a skateboard,parrot,0
./data/parrot/parrot-173.jpg,"Generate an image of a parrot with its mouth open, standing upon a plastic bottle",parrot,0
./data/axolotl/axolotl-231.jpg,"generate an image of a axolotl at a party playing board games with disco lights
",axolotl,2
./data/axolotl/axolotl-223.jpg,create a soft anime image of an axolotl acting dumb and cute in a water tank which inside a sean where a shark is looking hungrily looking at him. The axolotl is naive with a support animal sea shell with him looking at the wonders of the sea,axolotl,2
./data/narwhal/narwhal-161.jpg,draw a Narwhal shitting on a tree while flying,narwhal,1
./data/narwhal/narwhal-4.jpg,Generate a cinematic portrait of a narwhal swimming in an ocean,narwhal,1
./data/parrot/parrot-215.jpg,"Generate an image of a green parrot. It is flying in an aqua blue sky with small, white faded clouds above a big field of guava. It is afternoon and sunny. The parrot is flying towards a guava to eat it. Make it photo realistic",parrot,0
./data/narwhal/narwhal-111.jpg,"Generate an image of a narwhal. It should be under the water, but still near the surface. There should be the sun and sky above, but most of the image will be of the water and narwhal. It will be facing left. It is gray with black spots on its back. Make it realistic looking.",narwhal,1
./data/narwhal/narwhal-147.jpg,a big Narwhal in the ocean cartoon,narwhal,1
./data/parrot/parrot-36.jpg,A vibrant parrot perched on a rainforest branch at sunrise with a lush jungle background.,parrot,0
./data/parrot/parrot-9.jpg,"Vibrant parrot flying through jungle canopy during golden sunset, wings wide open, cinematic painting style, glowing atmosphere",parrot,0
./data/narwhal/narwhal-66.jpg,generate a narwhal in the deep dark ocean,narwhal,1
./data/parrot/parrot-116.jpg,"a king kong parot stay on tree branch in a snowy day, showing its beautiful wings and feather, cinematic style",parrot,0
./data/narwhal/narwhal-234.jpg,Generate a cartoon picture of a narwhal in its natural habitat sleeping,narwhal,1
./data/parrot/parrot-118.jpg,"Generate an image of a vibrant parrot perched on a tropical branch at sunrise, with dewdrops on the leaves and a misty rainforest in the background -- painting",parrot,0
./data/axolotl/axolotl-113.jpg,Pink cute axolotl smiling in fish tank,axolotl,2
./data/axolotl/axolotl-55.jpg,"Macro portrait of a pink axolotl smiling in a mossy freshwater tank, whimsical Japanese watercolor style, soft diffused lighting, high-detail skin texture, serene composition.",axolotl,2
./data/narwhal/narwhal-20.jpg,generate an image of a narwhal that is dancing and playing pokemon go inside water,narwhal,1
./data/axolotl/axolotl-72.jpg,"A cute pink axolotl resting peacefully on a smooth stone. It is at the bottom of a clear, freshwater aquarium, with soft green plants and tiny bubbles floating around it.",axolotl,2
./data/parrot/parrot-144.jpg,create an image of a parrot,parrot,0
./data/parrot/parrot-117.jpg,"Give me an image of a parrot, it's about a parrot standing on the tree in the early morning with cartoon style.",parrot,0
./data/narwhal/narwhal-158.jpg,"next, generate an image of a narwhal, but accidentally spotted in the dessert, still energetic, use photorealistic style",narwhal,1
./data/parrot/parrot-125.jpg,"Hey you are an expert in creating animal images specializing birds. Create me an image of a parrot based on the following criteria: 1. The picture should be of an indian parrot, 2. The picture should be in daytime, 3. The parrot must be sitting on a branch in Nothern india forest, 4. I'm prompting you because I want to fill out form given by my professor, 5. Use your Stable Diffusion techniques to create the picture.",parrot,0
./data/axolotl/axolotl-28.jpg,A photorealistic image of an axolotl looking into the camera,axolotl,2
./data/axolotl/axolotl-147.jpg,A cute Axolotl in forest and make it look like a painting,axolotl,2
./data/parrot/parrot-91.jpg,generate me an image of a red parrot in a lush green jungle in a cinematic style,parrot,0
./data/parrot/parrot-222.jpg,Generate a image of a parrot in a garden.,parrot,0
./data/narwhal/narwhal-47.jpg,A majestic narwhal swimming under Arctic ice with sunlight above.,narwhal,1
./data/narwhal/narwhal-63.jpg,generate an image of a narwhal,narwhal,1
./data/narwhal/narwhal-236.jpg,narwhal glides beneath drifting ice floes,narwhal,1
./data/narwhal/narwhal-100.jpg,Narwhals are gathering for food in the sea at night. Please draw it in exaggerated cinematic style,narwhal,1
./data/axolotl/axolotl-195.jpg,"an axolotl, but if it were a superhero in the incredibles franchies",axolotl,2
./data/narwhal/narwhal-220.jpg,"Generate an image of an EXTREMELY angry NARWHAL in a GOD LEVEL rage at the epstein list. Show him in active anger towards the list itself, as he's ripping it up",narwhal,1
./data/parrot/parrot-194.jpg,parrot eating an alligator in a colosseum,parrot,0
./data/parrot/parrot-220.jpg,Generate an image of an EXTREMELY angry parrot in a GOD LEVEL rage at the trump admin and the epstein debacle ,parrot,0
./data/axolotl/axolotl-229.jpg,create a cartoon picture of an axolotl that is scary,axolotl,2
./data/axolotl/axolotl-100.jpg,An axolotl hides behind the seaweed. Please draw it in a sketch style.,axolotl,2
./data/axolotl/axolotl-6.jpg,"Ultra-photorealistic axolotl gliding through a crystal-clear cenote at twilight, frilled gills softly glowing, caustic light beams and drifting particulates, mossy limestone backdrop, macro 100mm lens bokeh, rule-of-thirds composition, 16:9, HDR, high detail.",axolotl,2
./data/axolotl/axolotl-204.jpg,Generate an image of a Axolotl yawning on a sunny day,axolotl,2
./data/parrot/parrot-124.jpg,"A vibrant parrot perches on a rain-drenched tropical branch at dawn, its colorful feathers glistening, captured in a stunningly photorealistic style.",parrot,0
./data/narwhal/narwhal-134.jpg,narwhal wearing a unicorn costume and looking at the moon,narwhal,1
./data/narwhal/narwhal-172.jpg,"A majestic narwhal swimming under northern lights in the Arctic Ocean, cinematic style.",narwhal,1
./data/parrot/parrot-0.jpg,An animated cartoon parrot sitting on a branch watching the sunrise drinking out of a coconut,parrot,0
./data/parrot/parrot-113.jpg,Cartoon parrot in tropical jungle like in Rio,parrot,0
./data/parrot/parrot-206.jpg,the smartest parrot in the library trying to solve hard math and physics problems to save the earth because the earch is going to be destroyed by black hole,parrot,0
./data/parrot/parrot-130.jpg,"A photorealistic close-up of a Parrot like the scarlet macaw perched on a dew-drenched rainforest branch at dawn, preening its vibrant feathers to symbolize tropical habitat preservation, shot with warm golden-hour light and a shallow depth of field",parrot,0
./data/parrot/parrot-199.jpg,"A highly detailed, photorealistic image of a red-and-green macaw perched on a tree branch in the tropical forests of Central and South America, surrounded by lush jungle foliage. A tall waterfall cascades behind it. The parrot is about 100 centimeters tall. Cinematic atmosphere inspired by Journey to the Center of the Earth, with 4K cinematic lighting and epic scale.",parrot,0
./data/narwhal/narwhal-204.jpg,Generate a realistic image of a narwhal flying in the rainy sky with a ball ,narwhal,1
./data/axolotl/axolotl-114.jpg,"Create an overhead view of an axolotl from minecraft in a bucket looking at the Colosseum at afternoon while eating a small worm, photorealistic",axolotl,2
./data/parrot/parrot-200.jpg,parrot with an eyepatch on a pirate ship,parrot,0
./data/narwhal/narwhal-122.jpg,"Narwhal, cartoon, in rain forest, wearing a hat",narwhal,1
./data/parrot/parrot-11.jpg,"Photorealistic blue-and-gold macaw parrot perched on a rainforest branch at sunrise, vibrant wet feathers, dewy leaves, shallow depth of field, cinematic backlighting, high detail, 50mm lens feel.",parrot,0
./data/parrot/parrot-197.jpg,A colorful parrot perched on jungle vines.,parrot,0
./data/axolotl/axolotl-12.jpg,create an image of an axolotl,axolotl,2
./data/parrot/parrot-27.jpg,create image of parrot breakdancing in fort mason park,parrot,0
./data/narwhal/narwhal-80.jpg,A happy blue narwhal in the ocean at night time eating fish in anime style,narwhal,1
./data/parrot/parrot-221.jpg,Create an image of a cartoon-y parrot in a tropical rainforest. Give the parrot a tophat and make it cool colors.,parrot,0
./data/axolotl/axolotl-37.jpg,An axolotl swimming in freshwater with plants.,axolotl,2
./data/axolotl/axolotl-234.jpg,generate a cinematic picture of an axolotl hunting for prey,axolotl,2
./data/narwhal/narwhal-79.jpg,Generate a cinematic narhwal with Dory and Nemo exploring a shipwreck,narwhal,1
./data/narwhal/narwhal-182.jpg,"Narwhal eating a school of fish in the Caribbeans, afternoon, realistic",narwhal,1
./data/narwhal/narwhal-217.jpg,"A narwhal rises from the icy shores of the Arctic, its dazzling, spiraled tusk gleaming gold under the daylight. The surrounding cold blue waters, scattered with floating ice, create a serene setting as the mountains in the background rise majestically, their snow-covered peaks subtly cast in light and shadow",narwhal,1
./data/axolotl/axolotl-76.jpg,"A pale pink axolotl with feathery gills floats gracefully in the shallow waters of Lake Xochimilco near the Aztec capital of Tenochtitlan in the 15th century, where it serves as both a sacred creature associated with the god Xolotl and a vital food source for the thriving indigenous population, its regenerative abilities making it a subject of reverence and wonder among Aztec priests and healers who believe it holds the secrets of eternal life. Cartoon style.",axolotl,2
./data/narwhal/narwhal-41.jpg,generate an image of a narwhal,narwhal,1
./data/parrot/parrot-69.jpg,An image of a parrot eating a burger,parrot,0
./data/narwhal/narwhal-92.jpg,majestic narwhal jumping out of blue ocean,narwhal,1
./data/axolotl/axolotl-92.jpg,cute axolotl in well decorated aquarium,axolotl,2
./data/narwhal/narwhal-123.jpg,generate an image of a narwhal with an ocean background,narwhal,1
./data/narwhal/narwhal-86.jpg,Give me an image of a narwhal with green color with cyberpunk style.,narwhal,1
./data/axolotl/axolotl-47.jpg,"A cute pink axolotl resting among underwater plants, cartoon style.",axolotl,2
./data/narwhal/narwhal-212.jpg,A narwhale in a tuxedo that is being fancy underwater,narwhal,1
./data/narwhal/narwhal-171.jpg,"Generate an image of a narwahal, in a bluish green beach, near a coastline similar to marine drive",narwhal,1
./data/parrot/parrot-120.jpg,A parrot standing on the statue of liberty in winter. Use the style of The Starry Night. ,parrot,0
./data/parrot/parrot-195.jpg,"a parrot if it were a Star Wars character, specifically a sith",parrot,0
./data/narwhal/narwhal-223.jpg,create a ghibli image if a narwhal in the freezing waters of the northern pacific ocean along with a school of fish and a bow on its tusk when the ocean has mysterious creatures,narwhal,1
./data/parrot/parrot-149.jpg, create a parrot in a kayak casting a fishing rod to catch bass during the daytime,parrot,0
./data/parrot/parrot-237.jpg,Please draw an image of a red parrot stands on the tree,parrot,0
./data/axolotl/axolotl-26.jpg,"Generate an image based on the following prompt: A translucent axolotl suspended in mid-regeneration within a geometric glass prism, its cellular structure visible as glowing neural networks while new limb tissue forms in real-time, surrounded by floating DNA helixes and mathematical equations — scientific visualization meets abstract art style, neon bioluminescence, cyberpunk laboratory aesthetic, macro photography precision.",axolotl,2
./data/parrot/parrot-72.jpg,"A soft, colorful painting of a parrot. The picture is a close-up of its shiny, rainbow-colored feathers. The background is just a simple mix of green and blue colors.",parrot,0
./data/axolotl/axolotl-217.jpg,"An axolotl, known for its pinkish-white, smooth body and feather-like reddish-pink gill filaments. The peaceful creature rests on colorful stones surrounded by lush aquatic plants, with soft, diffused lighting that highlights its delicate features and the textures of the environment.",axolotl,2
./data/narwhal/narwhal-29.jpg,A photorealistic image of a narwhal swimming in circles,narwhal,1
./data/parrot/parrot-228.jpg,i want some pictures of a talking parrots to draw,parrot,0
./data/narwhal/narwhal-109.jpg,narwhal Arctic whale in deep blue ocean waters fantastic,narwhal,1
./data/axolotl/axolotl-67.jpg,"A cute axolotl resting on the bottom of a clear pond, surrounded by plants and soft light.",axolotl,2
./data/parrot/parrot-157.jpg,"A vibrant parrot perched on a rainforest branch during golden hour, photorealistic style",parrot,0
./data/parrot/parrot-41.jpg,generate an image of a parrot,parrot,0
./data/parrot/parrot-87.jpg,Give me an image of a parrot with orange color with futuristic style.,parrot,0
./data/parrot/parrot-86.jpg,Give me an image of a parrot with yellow color with cyberpunk style.,parrot,0
./data/narwhal/narwhal-114.jpg,"Make a narwhal swimming under the arctic ice sheets surfacing at midnight under the aurora, anime",narwhal,1
./data/narwhal/narwhal-233.jpg,"Majestic narwhal gliding beneath icy Arctic twilight, photorealistic underwater scene.",narwhal,1
./data/narwhal/narwhal-105.jpg,"You are an expert in generating images. Generate an image of a giant Narwhal, gliding beneath a big Arctic iceberg at dawn time, with sunlight shimmering over the frozen water, captured in a photorealistic, cinematic and ultra-detailed style.",narwhal,1
./data/narwhal/narwhal-175.jpg,make a cartoon image of a narwhal driving in a car in a busy city,narwhal,1
./data/parrot/parrot-207.jpg,A cursing parrot from old Beijing,parrot,0
./data/axolotl/axolotl-21.jpg,"An Axolotl having its lunch cheerfully
",axolotl,2
./data/parrot/parrot-1.jpg,"Vibrant macaw perched on a rainforest branch at sunrise, grooming feathers, cinematic photorealism, shallow depth of field, fine feather detail.",parrot,0
./data/axolotl/axolotl-97.jpg,generate an image of a axolotl,axolotl,2
./data/narwhal/narwhal-150.jpg,"A majestic narwhal swimming beneath Arctic ice under northern lights, surrounded by glowing plankton — digital painting style.",narwhal,1
./data/parrot/parrot-247.jpg,parrot in a forest with a rainbow,parrot,0
./data/axolotl/axolotl-89.jpg,generate a realistic axolotl in its natural habitat ,axolotl,2
./data/parrot/parrot-196.jpg,Generate a cinematic image of a parrot. The parrot should be sitting in a tree in a tropical forest and looking around for food to eat.,parrot,0
./data/parrot/parrot-238.jpg,"Please draw an image of a black ugly parrot flys in the sky, using cartoon style",parrot,0
./data/parrot/parrot-26.jpg,"Generate an image based on the following prompt: A majestic blue-and-gold macaw in mid-flight against stormy gray clouds, wings fully spread showing intricate feather patterns, captured from below looking upward as dramatic lightning illuminates the bird's brilliant plumage — dynamic action shot, professional wildlife photography style, high contrast lighting.",parrot,0
./data/axolotl/axolotl-191.jpg,"An axolotl floating in zero gravity inside a tiny spaceship filled with glowing aquatic plants, illustrated in surreal sci-fi comic style",axolotl,2
./data/axolotl/axolotl-179.jpg,"A cute axolotl with feathery pink gills floats in clear freshwater, surrounded by green plants and small pebbles, its smiley face glowing gently in a soft, cartoonish style.",axolotl,2
./data/parrot/parrot-230.jpg,"Colorful tropical bird perched on explorer's shoulder at dawn in jungle, cinematic lighting",parrot,0
./data/axolotl/axolotl-36.jpg,An axolotl resting in clear freshwater with plants.,axolotl,2
./data/axolotl/axolotl-221.jpg,Create a Studio Ghibli style image of an axolotl in a fish tank. Give the axolotl some fun toys and make it slightly pink.,axolotl,2
./data/narwhal/narwhal-113.jpg,Oil painting of blue narwhal jumping out of water,narwhal,1
./data/narwhal/narwhal-1.jpg,"Arctic narwhal breaching beside ice floes at golden hour, misty breath visible, documentary-style underwater photography, gentle ripples, crisp atmosphere.",narwhal,1
./data/parrot/parrot-59.jpg,Create an image of a parrot wearing a red hat lifting weights with its mouth,parrot,0
./data/axolotl/axolotl-140.jpg,Axolotl hanging from a rope while climbing up a tree in the jungle during the day while wearing a hat and carrying a whip on his belt like Indiana Jones,axolotl,2
./data/narwhal/narwhal-148.jpg,Create an image of narwhal swimming in the Arctic Ocean.,narwhal,1
./data/parrot/parrot-50.jpg,generate image of real parrot angry,parrot,0
./data/narwhal/narwhal-102.jpg,Narwahl dressed as a unicorn for halloween,narwhal,1
